訓練日期,20110415 - 20110719
測試日期,20110720 - 20110720
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11193718.400000000372529
真實報酬,1185933.280000001192093


夏普值報酬,-0.012645936742871
夏普值風險,0.000000000000000
夏普值,-inf
二次趨勢線,-8.343110884352711 x^2 + 17890.548044638289866 x + 10000000.000000000000000
二次平均預期報酬,17331.559615386657242
風險,129524.483299148181686
二次平均趨勢值,0.133809139198478
一次趨勢線,17474.458913090074930 x + 10000000.000000000000000
一次預期報酬,17474.458913090074930
一次風險,129590.618542161959340
一次趨勢值,0.134843548936413
投資組合檔數,1
Stock#,MCD[15](16)
張數,129752,
分配資金,11948767,
剩餘資金,13.360000001266599,
20110415,10040223.120000001043081,10040223.120000001043081
20110418,9990917.360000001266599,9990917.360000001266599
20110419,9939016.560000000521541,9939016.560000000521541
20110420,10172570.160000002011657,10172570.160000002011657
20110421,9979239.680000001564622,9979239.680000001564622
20110425,10007785.120000001043081,10007785.120000001043081
20110426,9983132.240000000223517,9983132.240000000223517
20110427,10103801.600000001490116,10103801.600000001490116
20110428,10124561.920000001788139,10124561.920000001788139
20110429,10160892.480000002309680,10160892.480000002309680
20110502,10203710.640000000596046,10203710.640000000596046
20110503,10242636.240000000223517,10242636.240000000223517
20110504,10259504.000000000000000,10259504.000000000000000
20110505,10198520.560000000521541,10198520.560000000521541
20110506,10211495.760000001639128,10211495.760000001639128
20110509,10290644.480000002309680,10290644.480000002309680
20110510,10342545.280000001192093,10342545.280000001192093
20110511,10316594.880000002682209,10316594.880000002682209
20110512,10465809.680000001564622,10465809.680000001564622
20110513,10476189.839999999850988,10476189.839999999850988
20110516,10528090.640000000596046,10528090.640000000596046
20110517,10500842.720000002533197,10500842.720000002533197
20110518,10574801.360000001266599,10574801.360000001266599
20110519,10705850.880000002682209,10705850.880000002682209
20110520,10682495.520000001415610,10682495.520000001415610
20110523,10704553.360000001266599,10704553.360000001266599
20110524,10722718.640000000596046,10722718.640000000596046
20110525,10733098.800000000745058,10733098.800000000745058
20110526,10695470.720000002533197,10695470.720000002533197
20110527,10590371.600000001490116,10590371.600000001490116
20110531,10579991.440000001341105,10579991.440000001341105
20110601,10507330.320000002160668,10507330.320000002160668
20110602,10477487.360000001266599,10477487.360000001266599
20110603,10450239.440000001341105,10450239.440000001341105
20110606,10470999.760000001639128,10470999.760000001639128
20110607,10528090.640000000596046,10528090.640000000596046
20110608,10529388.160000002011657,10529388.160000002011657
20110609,10543660.880000002682209,10543660.880000002682209
20110610,10426884.080000001937151,10426884.080000001937151
20110613,10474892.320000002160668,10474892.320000002160668
20110614,10570908.800000000745058,10570908.800000000745058
20110615,10541065.839999999850988,10541065.839999999850988
20110616,10615024.480000002309680,10615024.480000002309680
20110617,10707148.400000000372529,10707148.400000000372529
20110620,10729206.240000000223517,10729206.240000000223517
20110621,10743478.960000000894070,10743478.960000000894070
20110622,10724016.160000002011657,10724016.160000002011657
20110623,10677305.440000001341105,10677305.440000001341105
20110624,10618917.040000000968575,10618917.040000000968575
20110627,10681198.000000000000000,10681198.000000000000000
20110628,10944594.560000000521541,10944594.560000000521541
20110629,10973140.000000000000000,10973140.000000000000000
20110630,10940702.000000000000000,10940702.000000000000000
20110701,11113272.160000002011657,11113272.160000002011657
20110705,11111974.640000000596046,11111974.640000000596046
20110706,11140520.080000001937151,11140520.080000001937151
20110707,11166470.480000002309680,11166470.480000002309680
20110708,11106784.560000000521541,11106784.560000000521541
20110711,11074346.560000000521541,11074346.560000000521541
20110712,11027635.839999999850988,11027635.839999999850988
20110713,11023743.280000001192093,11023743.280000001192093
20110714,11134032.480000002309680,11134032.480000002309680
20110715,11091214.320000002160668,11091214.320000002160668
20110718,11080834.160000002011657,11080834.160000002011657
20110719,11185933.280000001192093,11185933.280000001192093
20110720,11193718.400000000372529,11193718.400000000372529
