代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10611228.459999999031425
真實報酬,4788595.199999999254942


夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000
二次趨勢線,-383.648191775277382 x^2 + 33162.882729164863122 x + 10000000.000000000000000
二次平均預期報酬,7458.453880221278268
風險,32779.234537389129400
二次平均趨勢值,0.227535938086471
一次趨勢線,14029.510879199337069 x + 10000000.000000000000000
一次預期報酬,14029.510879199337069
一次風險,14029.510879199951887
一次趨勢值,0.999999999999956
投資組合檔數,2
Stock#,HD[9](5),NKE[19](6)
張數,45053,96767,
分配資金,5000000,5000000,
剩餘資金,18.059999999590218,49.109999999403954,
FS( 1 ),5000000.000000000000000,5000000.000000000000000,10000000.000000000000000
FS( 2 ),5013966.429999999701977,5026127.089999998919666,10040093.519999999552965
FS( 3 ),4982879.859999999403954,5021288.739999999292195,10004168.599999997764826
FS( 4 ),4956298.589999999850988,5000967.669999998994172,9957266.259999997913837
FS( 5 ),4966210.250000000000000,5059027.869999999180436,10025238.119999999180436
FS( 6 ),4977022.969999999739230,5068704.569999999366701,10045727.539999999105930
FS( 7 ),5039196.109999999403954,5128700.109999999403954,10167896.219999998807907
FS( 8 ),5065326.849999999627471,5154827.199999999254942,10220154.049999998882413
FS( 9 ),5094160.769999999552965,5167406.909999999217689,10261567.679999999701977
FS( 10 ),5099116.599999999627471,5186760.309999999590218,10285876.910000000149012
FS( 11 ),5061722.609999999403954,5139344.479999999515712,10201067.089999999850988
FS( 12 ),5056766.779999999329448,5090960.979999999515712,10147727.759999997913837
FS( 13 ),5072985.859999999403954,5308686.729999999515712,10381672.589999999850988
FS( 14 ),4980176.679999999701977,5209984.389999999664724,10190161.070000000298023
FS( 15 ),5006757.949999999254942,5226434.779999999329448,10233192.729999998584390
FS( 16 ),5049107.769999999552965,5295139.349999999627471,10344247.119999999180436
FS( 17 ),5022977.029999999329448,5316428.089999998919666,10339405.119999997317791
FS( 18 ),5015318.019999999552965,5314492.750000000000000,10329810.769999999552965
FS( 19 ),5063975.259999999776483,5385132.659999999217689,10449107.919999998062849
FS( 20 ),5000901.059999999590218,5287397.989999999292195,10288299.049999998882413
FS( 21 ),5018021.199999999254942,5295139.349999999627471,10313160.549999998882413
FS( 22 ),5095512.359999999403954,5347393.529999999329448,10442905.889999998733401
FS( 23 ),5176607.759999999776483,5439322.179999999701977,10615929.939999999478459
FS( 24 ),5197332.139999999664724,5435451.500000000000000,10632783.640000000596046
FS( 25 ),5207243.799999999813735,5414162.759999999776483,10621406.559999998658895
FS( 26 ),5168948.750000000000000,5435451.500000000000000,10604400.250000000000000
FS( 27 ),5157234.969999999739230,5457707.909999999217689,10614942.879999998956919
FS( 28 ),5109478.789999999105930,5474158.299999999813735,10583637.089999999850988
FS( 29 ),5129752.639999999664724,5467384.609999999403954,10597137.250000000000000
FS( 30 ),5176607.759999999776483,5520606.459999999031425,10697214.219999998807907
FS( 31 ),5162641.330000000074506,5515768.109999999403954,10678409.439999999478459
FS( 32 ),5117588.330000000074506,5467384.609999999403954,10584972.939999999478459
FS( 33 ),5094160.769999999552965,5406421.399999999441206,10500582.169999998062849
FS( 34 ),5173904.580000000074506,5490608.689999999478459,10664513.269999999552965
FS( 35 ),5242835.669999999925494,5560280.929999999701977,10803116.599999999627471
FS( 36 ),5246890.439999999478459,5565119.279999999329448,10812009.719999998807907
FS( 37 ),5272570.649999999441206,5574795.979999999515712,10847366.629999998956919
FS( 38 ),5266263.229999999515712,5556410.250000000000000,10822673.480000000447035
FS( 39 ),5295097.149999999441206,5601890.739999999292195,10896987.889999998733401
FS( 40 ),5316272.059999999590218,5649306.569999999366701,10965578.629999998956919
FS( 41 ),5251395.739999999292195,5569957.629999999888241,10821353.369999999180436
FS( 42 ),5268065.349999999627471,5540927.529999999329448,10808992.879999998956919
FS( 43 ),5298250.859999999403954,5581569.669999998994172,10879820.529999997466803
FS( 44 ),5302305.629999999888241,5538024.519999999552965,10840330.149999998509884
FS( 45 ),5302305.629999999888241,5470287.619999999180436,10772593.250000000000000
FS( 46 ),5362226.119999999180436,5496414.709999999031425,10858640.829999998211861
FS( 47 ),5395114.809999999590218,5533186.169999998994172,10928300.979999998584390
FS( 48 ),5392862.160000000149012,5563183.939999999478459,10956046.099999999627471
FS( 49 ),5532526.459999999031425,5555442.579999999143183,11087969.039999999105930
FS( 50 ),5530724.339999999850988,5562216.269999999552965,11092940.609999999403954
FS( 51 ),5430706.679999999701977,5433516.159999999217689,10864222.839999999850988
FS( 52 ),5233374.539999999105930,5171277.589999998919666,10404652.129999998956919
FS( 53 ),5070282.679999999701977,5026127.089999998919666,10096409.769999999552965
FS( 54 ),4999549.469999999739230,5009676.699999999254942,10009226.169999998062849
FS( 55 ),5223012.349999999627471,5262238.569999999366701,10485250.919999998062849
FS( 56 ),5300954.039999999105930,5448998.879999999888241,10749952.919999998062849
FS( 57 ),5294646.619999999180436,5443192.859999999403954,10737839.479999998584390
FS( 58 ),5246890.439999999478459,5407389.069999999366701,10654279.509999997913837
FS( 59 ),5094160.769999999552965,5256432.549999999813735,10350593.320000000298023
FS( 60 ),5247791.500000000000000,5356102.559999999590218,10603894.059999998658895
FS( 61 ),5253197.859999999403954,5363843.919999998994172,10617041.779999997466803
FS( 62 ),5154982.319999999366701,5307719.059999999590218,10462701.379999998956919
FS( 63 ),5245538.849999999627471,5407389.069999999366701,10652927.919999998062849
FS( 64 ),5134708.469999999739230,5315460.419999998994172,10450168.889999998733401
FS( 65 ),5158136.029999999329448,5340619.839999998919666,10498755.869999997317791
FS( 66 ),5200936.379999999888241,5410292.079999999143183,10611228.459999999031425
